original_dosc;score
Так ведь? или он только на словах крутой  а на деле лох?скорее всего второе  мне так кажется :)   Но главный вопрос состоит в том  как всё-таки влияют эти кредиты на  разгон  внутренней инфляции.Ну собственно эти кредиты и обеспечивают нынешнюю инфляцию  обесценивая попытки ЦБ закрыть доступ к дешевым деньгам. Дешевых денег нет в РФ? Возьмем их за рубежом. Отрицательный ответ на этот вопросА он не отрицательный :)  снижение ставки рефинансирования приведёт к галопирующей инфляцииПриведет конечно :) И в первую очередь потому  что рефинансирование по приемлемым кредитам должно производится не за счёт  свеженапечатанных  рублей  а за счёт вырученных рублей от продажи той же валюты.Эту валюту вначале должен кто-то купить  продав при этом рубли. В основном эту операцию проделывают чтобы на вырученную валюту что-то в РФ импортировать. Растет продажа валюты - растет импорт.Вообще  сторонникам теории  избавляться от доллара  следовало бы раз и навсегда уяснить: чтобы от доллара избавиться  не получив при этом проблем  его изначально НЕ НАДО ПОКУПАТЬ. Любой экспорт - это покупка долларов  соответственно  избавляться от долларов  разумнее всего сокращением экспорта нефти и газа.;-1
Я не бросаю мусор. С природных пати привожу домой...  я тоже так думаю субботники-обязаловка по другому ни как  :((( ты совершенно права!жалко козочек - так много грязи кругом и люди даже не думают - бросают куда попало  как будто так и надо((  и ещё с вывозом и переработкой мусора не всё в порядке тоже  А вот интересно  после козочек отходы вы куда деваете? У нас в городке держат стадо  так после них  камушки  остаются. И собачники подбавляют. Весной весь двор в кучах. А владельцы умиляются  Мальчик покакал . Насчет личного примера. Взяли мы с матерью как то упаковку мешков  перчатки и вышли убирать лесок рядом с домом. Собрали мешков 6  а на следующий день еще больше было набросано. И оставляют одни бутылки да всякое хламье  вот если бы допустим сказать  что в  таком то месте в такой то куче лежит штука баксов  тогда бы точно весь лес перерыли и от мусора бы и следа не осталось :)  Согласен.;-1
отом поняла  что лучше работать меньше  но продуктивнее  и успокоилась. Также у нас отдельная комната выделена под кабинет  где есть только столы  компы и книги. Рабочий компьютер - отдельный  на нем - только рабочие документы. В рабочее время включаю только его.Кто-то  читала  отключает дом.телефон в рабочее время  а после работы запирает кабинет на ключ.  Работаю дома всё время. Очень нравится  никто практически не отвлекает. В офисе сильно отвлекали звонки и болтовня коллег;0
ак что длительную поездку можно считать дальней зоной  где придётся платить дважды.  +1.Кроме того  это хороший повод для выделенной полосы. Не время билета должно подстраиваться под пробки  а общественный транспорт должен ездить так  чтобы не стоять в них и укладываться в 90 минут.  Тоже так думаю  за мало кому необходимые очень дальние поездки можно и два раза заплатить (точнее  не два  а отдельно оплатить более дешевый наземный транспорт). Зеленограду  конечно  езда обойдется подороже  но он объективно очень далеко расположен. Даже из Ново-Переделкина до северных станций метро еще вполне можно уложиться в 90 мин.  Слово  Тройка  на английский язык не переводится. Да и надписть  90 минут  надо быть большим дебилом  чтобы не понять;0
доровый мужик. пусть идёт работать!тунеядец хренов!  атеисты больше всех денег кинули :)  Отлично траллирует.Аметисты и агностики самые богатые  похоже.  Какой тонкий троллинг :))  Купюры вроде у атеистов  агностиков и буддистов  атеисты и агностики - это не религии. А просто самые адекватные чуваки)))   Адекатное  сравнение  А что в буддисткой чашке чёрное виднеется? Ему часы чтоли кинули?  Атеизм не религия!   Всюду провокации и подтасовки. В списке нет джедаизма и ктулхуизма. Естественно  что агностики лидируют по доброте.  и похуизма  Ух ты  какой доходный троллинг!   ... Слышь   Абрам - этот поц нас ещё будет коммерции учить! . )  там иудеи и ещё кто-то зажали денег)  Что такое агностик?  У него  похоже  левая рука не действует  а вот у нас под церковью рядом с домом амбал стоит совершенно здоровый и кружку тебе чуть не в лицо сует;0
com/66587.html не знаю  насколько тут уместно  но вот про Юар немного)  Да Вы расист  батенька!  Вы так пишите как будто у них был выбор.  леденящий душу зомбиапокалиптический пиздец  С нынешним положением дел в Африке зарекаться нельзя. В 70% стран континента  революции  гражданские войны  этнические конфликты. Кто знает что завтра будет с той же Угандой точнее ее сушками.  Чтобы заделаться расистом  достаточно попасть в ЮАР.Но чтобы стать интернационалистом  некоторым достаточно заехать в тамошний негритянский тауншип.Один мой знакомый умудрился пройти обе стадии.  Это констатация фактов! Незря говорится  что негры бегают  быстрее белых  но белые лучше стреляют.;-2
Стоит ждать управляемых боеприпасов. Программируемый в 57мм сделать никаких проблем  а плюсов много. Если бы у нас все всегда делали логично и вопросов бы не было.  57-мм гранатомет - это и есть новая итерация Орудия  Гром/Зарница .Попросту говоря  КБП страсть как не хочет ставить чужую пушку  а свою делать им сложно: тандема Грязев-Шипунов нет   Забываете  что унифицированных шасси ожидается больше  чем  Курганец  с  Бумерангом   а модуль САУ хотят ставить кроме  Армата  еще и на колесный  Тайфун . Не думаю  что будет проблемой скрестить башню  Коалиции  с  Курганцем  - если на последнем останется гидропневматическая подвеска  то потребуется чуть-чуть усилить корпус и немного нарастить высоту под погоном  но возможно  что и так встанет.;0
здняковой у нас в Ульяновске  для меня лично сомнению не подлежит. Да и сляпано все бездарно - до того у нас гэбня тупой стала - отовсюду уши торчат.Держись   )))  и чего там этот вверху ленты дедушка в капитанской кепке все про каких-то  нашистов  трындит ..((... какие там  нашисты . .. Я этого поцера  01vyacheslav знаю как облупленного  никакой он не  капитан-подводник  ((  Господи  ну сколько можно? Кому этот Другой нужен?  а вот почему. мы живем на самом дне Кали-Юги.. тут нет ничего кроме КОНКУРЕНЦИИ КОПЕЕЧНЫХ ЭГОИЗМОВ.. но Эгоизм-  это и есть антихрист ((..то есть  я как  кровая гебня2. конечно выжег огнеметом не только Фратти-Щелгачеву но и всех прогрессивных блоггеров  которые создают тот информационный фон под прекрытием . которого вершатся эти чудовищные преступления.. ну я опять про Фратти-Щелгачеву ((вот вы  девки  тут накраселись и жужжите.. А ФРАТТИ реально КРАСАВИЦА. пред ней маршел Жиль де Ре по кличке  синия борода  ( он кстати не жен а детей крестьянских убивал). как вы в своих блогах пишите  ацкий ацтой ((  только  слезли  с Депардё  теперь будут трепать Адагамова.;-1
о с фиолетовой курточкой сливаются гармоничненько  факт.  Эта славная традиция особенно хорошо себя показала во время последней инаугурации. Полный пиздец и полная тишина просто созданы друг для друга.  Рассказывать молодежи о великом человеке безусловно нужно  но это знак явно чего-то другого.   Почему-то смотря на всё это  всё чаще вспоминаю фильм  День выборов . Поп с балалайкой.....в тазике! Ночные волки  хирург   православные   активисты   языческие ритуалы :-)  фсо и Ленин всегда молодой.Дурдом какой-то. Палата №6.  Россия ещё и не так и еще неоднократно обосрется с подсунутой какими-то подонками и украденной из карманов её граждан олимпиадой;-2
 могу рожать без стресса только в роддоме  потому что там мне хорошо  а дома стресс всегда  и именно от него мне в родах нужна свобода. Чтобы совсем без вмешательств - да  это было платно  но не бешено дорого. И я знаю врачей  и не одного  которые дадут родить без стресса и вмешательств и бесплатно тоже. Что-то часто приходится это писать... но вот это мнение  что в роддоме нельзя родить естественно - присуще либо тем  кто не пробовал рожать в роддоме  либо тем  кому когда-то в роддоме действительно очень не повезло.  смотря что считать вмешательством принуждение рожать на кресле  например  - вмешательствомне кажется  найдется мало женщин  которые туда полезут по доброй воле  Знаете  каждые четыре года институт акушерства представляет данные бундестагу по статистике рождаемости в Германии. на данный момент эта статистика обработала несколько миллионов родов за последние 30 лет  начиная с конца 80х годов. Роды с вмешательствами составляют 94% всех родов  случившихся за это время. Как  простие  каким образом женщине найти тот волшебный роддом без вмешательств  если известно  что из оставшихся 6% - половина это домашние роды.  Или опять - это 94% всех женщин имеют разнообразнейшие причины в виде витамина В  что рожать не могут уже минимум тридцать лет по всей стране  поэтому к ним применяются вмешательства разного уровня?  я пробовала  два раза;-1
Антивакцинаторство - позор для околоправославной публицистики. Безграмотный антинаучный бред. Все эти вбросы идут в том числе с подачи  Свидетеллей Иеговы . Им потом очень удобно ссылаться на наше антивакцинаторство  когда их упрекают за отказы по переливанию крови.Почитайте  разберитесь и не надо делать репостов со всяких сектантских ресурсов: http://ru.wikipedia.;-2
) А с этим хреном  коли ВАК все одобрит  ведь  еще и скрывать придется  небось  что степень есть!  овальный это Сталин сегодня! ))  Для академика он в принципе не такой уж и престарелый.  Видел только ссылки на сайтах креационистов  что их поддерживает такое мировое светило.  Это да  только о новых технологиях от этих изучений что-то давно не слышно.  люблю отчизну я но странною любовью...  Вес пули АК 7 7 г.  Эти отверженные - те еще пидарасы. Ляпнул человек хуйню  а они вырвали из контекста и пользуются вовсю.Я кроме того  что написано в википедии  про него ничего не знаю  но даже это написанное таки внушает определенное уважение.  Тогда две  для надёжности;-2
Уже сейчас он развивает свободу перемещения трудовых ресурсов  пока в рамках определённых зон и ограниченной иммиграции извне.  Разница между системой  называемой капитализм  и социализмом состоит в том  что капитализм довольно успешно адаптируется к меняющимся условиям и продолжает развиваться  а социализм  по крайней мере  в его государственно-командном варианте  плохо адаптируется и склонен к окаменению форм.  У социализма была возможность показать себя  ну и где он сейчас? Там где реально он работает (китай)  там он крайне специфичен  больше капитализм напоминает. Северная корея - вот тот ещё примерчик  ага. Капитализм при всех недостатках более живуч и помирать не собирается пока. Даже во времена социализма тот же ссср (можно сказать про китай сейчас  хотя тут пример не совсем корректен) как-то не шибко справлялся без сугубо капиталистических внешних экспортов-импортов в том числе (да даже в основном) и упомянутых  природных ресурсов   хотя даже при неслабом импорте внутри был жестокий дефицит всё время.  возможно существуют циклы социальной справедливости и экспансии  У меня здесь такое чувство постоянно  Володь  что капиталисты в конце концов построили таки коммунизм... По крайней мере один из принципов - от каждого по способностям  каждому по потребностям выполняется....Многое мне в местном коммунизме не по душе. Так как народ расслабляется и привыкает к подачкам от государства.;0
ни с визами ни без. поэтому хотя подметать - пусть получают визы и метут. не хотят пака-пака.  Европа  Эмираты  Катар  Иран  Казахстан (без виз кстати)  вариантов много. Мои родители кстати в прошлом году ходили в круиз  на Карниваловском судне  и что бы вы думали - там работают узбеки. Вы что  думаете ваша рашка мёдом намазаная? )Как появятся визы  привлекательность РФ как рынка труда резко снизится. Причем даже существенно ниже станет по сравнению с другими странами. А если визы будут ставить всем подряд  ситуация просто не изменится  будет всё то же самое. Только с визой для въезда.;-1
опрос я пропустила  но холивор про вагинальные осмотры встречала и раньше  он касался начала родов. там  с одной стороны  как вы написали в комментах  — снаружи может быть не видно  что всё плохо  а с другой  — психика штука тонкая  и если всё было нормально  то процесс это может осложнить. я сама думаю  что даже если всё было хорошо  а в итоге получилось внеплановое кесарево  — это всё равно лучше  чем если всё было плохо  но никто этого не заметил  и получилось не будет говорить что.но вообще оный осмотр это жуткий напряг  конечно. у платных врачей  по моему опыту  нормально  а вот в поликлинике ощущение такое  как будто тупо раздирают до неописуемых размеров  и это зависит не от материала зеркала  а от повадок врача.плюс ещё про осмотры  женщин и гинекологов  — можно найти тучу статей про здоровье  где сказано  как часто женщина должна ходить к гинекологу  какие процедуры терпеть (и оплачивать!)  и с какого возраста начиная (однажды я прочитала  что с 8 лет). может  если специально искать  и найдётся статья про то  что мужчинам надо раз в полгода ходить к урологу  терпеть ощупывание простаты и сдавать что у них там вместо мазка  а начинать это богоугодное дело и вовсе в восемь лет... но я сомневаюсь  кроме того  мужчина на это забьёт. мне иногда кажется  что военкоматы и армию придумали только для того  чтобы загонять их на осмотр хоть иногда :) и нефеминизм тут в том  что здоровье женщины почему-то не её личное дело  а принадлежит государству и всем подряд  а мужчина сам себе хозяин  пока запущенный простатит не приведёт его к врачу  а тот только и сможет  что развести руками.я лично хожу к гинекологу ежегодно  и делаю то  что она считает нужным делать ежегодно.;0
а и свидетельств этому полно. Сколько тебе платят за такие дерьмовые коменты?    ...не надо бить крыльями по корпусу...  Был конфликт позиций... Только у имперца не оказалось ни воли  ни принципиальности. Тогда то  его чахлая харизма и сдохла окончательно.  В таком случае и Навальный  который дружит с Будбергом и Тимаковой  получает от них деньги и пиарится на их  золотом дожде   с Путиным заодно.Вы не видите тут никаких логических противоречий? Или полагаете  что все вместе они затеяли  чтобы Вас обмануть  настолько дьявольскую игру  что сейчас сами не могут распутать все эти хитросплетения.Медведев и Путин представляют сегодня отнюдь не одну силу  а по меньшей мере две. И когда Путин возражал против агрессии в Ливии  он был вполне искренен. Как и айфоня  который вместе с клинтонихой прочими белыми лентами вполне искренне орали дружно  вау   когда показывали сцену зверской расправы над Полковником.Будь Медведев и его друзья и сейчас у власти  участь Ливии ждала бы Сирию;-1
Например возле Славянского бульвара. Сейчас это не так заметно из-за масштабного строительства развязок  а раньше там все всегда было затрудненное движение. И на всякий случай  вы ведь не будите спорить с тем  что рациональнее пустить один автобус побольше раз в 3 минуты  чем каждую минуту или кучкой - три маленьких?  Вот именно монополизацию к чему всё и идёт ведь не спроста убрали ОТДЕЛЬНЫЕ билеты на метро и не убрали на этот год отдельные на МГТ ведь слух шёл такой что вот маршрутки изведём и тогда цены уравняем с билетами на метро и отменим вообще отдельные и на МГТ.билеты типа должны быть едиными орёт эстонский захватчик и так принято во всём мире и ему лижут задницу и урбанисты-долбоёбы Кац и Варламов....Ведь ещё решение на 2014 не приняли же и выборы там ещё..Но всё идёт к тому что 1-2 поездочные исчезнут как класс и если уберут и отдельные на МГТ то 5 поездок будет 150 р или 30 р за поездку в метро и на МГТ и как Единый билет сейчас 100 р 5 поездок на МГТ или 20 р за поездку... 50% рос то чо..Ведь проскакивало что субсидировать перестанут постепенно все малопоездочные билеты из бюджета города и скидок и дисконта не будет  это ещё Буслов писал помнится.Итого если ездишь редко то плати без дисконта и ещё со сроком действия билета 90 дней полная типа цена и поездки сгорят через 90 дней.Т.е. 1 поездочный клиент и мелкооптовый для них не клиент а чо монополия же можно делать что хочешь и диктовать ЛЮБЫЕ  цены альтернативы у пассажиров не будет в виде маршрутки а все идите и толкайтесь в автобусе МГТ  и платите такую же цену почти как и в маршрутке.Только в маршрутке ты комфортней едешь и сидя!! А там стоишь и тебя толкают и монополист может и не думать о каких либо улучшениях то клиент никуда и ни к кому не уйдёт теперь.Всё равно поедет ибо выхода у него нет  178 маршрут насколько мне известно ходит от Сходненской до налоговой инспекции - так что весь рабочий день это час пик.;0
аже если ввести штрафы  у нас проблема с исполнением (кто штрафовать то будет)  К сожалению  там все чаще и все больше гадят.  Да  все города заплёваны! Меня тоже это достаёт ужасно.  А Оккупай-Абай когда был  добровольцы чистоту ходили наводили на Чистых прудах. Но для местных жителей-сексотов и для власти - это ужасная грязь была. А вот до этого и после - бомжи  бутылки и  бычки  - это по-нашему  это порядок...  такая же фигня в Шотландииплюют и бычки на землюхотя там висят на стенах самые большие пепельницы виденные мной в мирепепельницы -чемоданыКогда население не имеет достаточно прав или права есть фикция то...ссут и срут в подьездах плюют под ноги и на окна и бычок метко бросают в клумбу на розу алуючеловек так или иначе компенсирует потерянные права  Пора вводить расстрелы. Штрафы не помогут  Слишком тенденциозно.Полно фоток с мусором в европах и америках  даже нагуглить можно за 5 минут.Согласен с Вами  что у нас тоже с этим неважно  но пост как уж слишком выворачивает все наизнанку...90-е  вроде  прошли  так уже писать даже неудобно...  конечно пора. вот только как брать их...  Да кто штрафовать-то  будет... Те же менты  что семечками  плюются  когда при исполнениит на тех  же  Чистых  прудах прогуливаются...(((((  Чет перечитал пост и вспомнилось... У нас в доме напротив парень въехал  лет 17- 19;-1
ейчас все частично забылось  но многое можно восстановить. Нижеследующее - мой вариант реконструкцииИзначально планировалось мирное шествие  но с дополнением: после окончания митинга часть людей собиралась остаться и устроить нечто противозаконное (типа сидячей забастовки  установки палаток и пр). Однако не планировалось ставить под удар всю многотысячную толпу  где были дети  старики и пр.Причиной происшедшего было нарушение заранее оговоренных границ митинга  организаторы стали неудачно импровизировать (уселись на площади с невнятными целями)  результатом того и другого стала многотысячная  людская пробка   в которой люди стояли не менее часа  мало что понимая. В итоге начались столкновения  которые могли оказаться либо просто следствием давки (когда толпа тебя несет на ряды милиции)  либо  действий разгоряченной молодежи (провокаторов??)  которым надоело стоять.Те  кто сейчас проходят по делу  относятся к двум группам:- мелкие лидеры протестных движений (крупные пока на свободе)  причем некоторые из арестованных даже не дошли до Болотной- рядовые демонстранты  агрессивные действия которых попали на видео  на их месте могли оказаться тысячи других человек  причем осуждать их за эти действия я никак не могу  они могли быть например результатом желания защитить свою девушку  да и ущерб проблематичен (не помню сколько лет получил человек на  скол зубной эмали  ОМОНовца). Когда тебя швыряеткак щепку  разгоряченная  дерущаяся  толпа  очень трудно сохранить ясность мысли и адекватность действий.На всякий случай: мы ушли в самом начале столкновений.Не знаю  внесла ли ясность и вообще стоило ли это писать  но если будут вопросы  постараюсь ответить;-2
Кварцевая магма - мммм  прелесть какая! Там  на картинке  по ходу  именно она. :)  А что такое красная ртуть?  спасибо за дополнение. Ну у меня блог так то не претендует  звание Википедии даже. А вот если бы вы написали подробное разоблачение данной статьи  которая широко растиражирована в интернете - мы бы положили начало источнику правильной информации. Я с удовольствием размещу :-)   Дополню чуть-чуть... Радиоактивный минерал (действительно радиоактивный  а не фуфло типа эвдиалита) можно опознать по  дворику  - кайме потрескавшейся породы вокруг. Радиально-лучистая трещиноватость очень характерного вида  размеры - первые сантиметры или меньше.  Я так понимаю  возникает от интенсивного излучения альфы. А в принципе  любая техника безопасности сводится только к одному - не жрать! :) и мыть руки перед едой.  справедливо :-)  Пирит?  это скорее всего природный минерал антимонит Sb2S3 (он же стибнит по меж.;0
етвертовать!!  Сука   Моральный урод! Это не человек! Выселять на безлюдный остров таких!  зачем химическая?топориком!  недавно смотрел это кино - жесть!  Любое  достижение  инквизиции подойдёт.  Только ни в коем случае не смертельная казнь  пожизненное таким  с каторжными работами.  Это просто ужас! Сволочь поганая!  Сейчас он Единоросс??   Высшую меру надо возвращать.  Есть еще более страшные люди - политики и банкиры  например. Они насилуют целые народы.  Публичная казнь!  Иуда.По другому и не скажешь.  Какая гадость! Таких уродов надо подвергать таким же пыткам пожизненно!Бедные дети!И это блюститель порядка! Что тогда говорить о других?  Суд Линча вернуть для таких ублюдков!!!!!!!  - Ну вот. По моему глубокому убеждению  другого выхода нет  как покончить с ним;-2
Пусть горят в аду  Общество поделено на потерпевших от наркоманов и на их  наркоманов  родных и близких. И не надо бы зарекаться. От греха:(  Вот не надо сравнивать нариков и нормальных людей. Они не слабые  они тупые. Их никто силой не заставлял колоться  они сами выбрали для себя такое будущее. И толерантность здесь не при чем. И лечить этих дебилов  можно только силой. Потому что сила здесь - не яд  а лекарство.   Я в свое время ходил к действительно очень опытному и квалифицированному психотерапевту с большим стажем - были проблемы с алкоголем.;0
 меня лично предыдущий банк в кризис 2008 года обанкротился и остатки денег на счете так и не вернул. После этого я предпочел один из банков первой десятки рейтинга.  Зачем ИП открыл?Чем ИП лучше ООО?  есть прекрасная альтернатива бухгалтеру  эти самые облачные сервисы. И  конечно  ИПешнику  желающему сэкономить есть смысл использовать что-либо подобное. Я работаю в МД и  естественно  как и в любой проге есть свои заморочки. Пробуйте  есть возможность выбора  ведь именно для такого малого бизнеса они и созданы.  куча бумажек и непонятные аббревиатуры :) ну почему в России все так усложнено?Тимофей  не думал октрыть фирму в другой стране? Например в соседней Эстонии все действия по открытию и администрированию фирмы можно совершать через интернет.  А в Казахстане  вроде  УСН всего 3%!!!!!!!!!! Хорошо там  где нас нет;-1
странно  что срут больше местные  чем приезжие.  Очень приятно узнать что ситуация с мусором хоть как-то начинает меняться. В 2010 году мы были очарованы Байкалом и жутко разочарованы мусором  а также отношением к этому местных жителей и тех кто на Ольхоне зарабатывал. Ни в одном кафе и закусочной не было нормальной посуды - везде только одноразовая. Огромное количество пластика оседало на свалках.В бухте живописной  что на последней фотографии  сидела на мели огромная ржавая баржа. Фотографии на путеводителях тогда были такие же  как ваша самая первая. Баржа стояла левее  у самого берега  и в таком случае в кадр не попадала.;-1
Вот мы и пришли к тому  что  всему виной Суть времени .  А при чём - гордыня? То что С.Е. занимается интеллектуальным просвещением  и воспитанием именно интеллектуально развитых и разбирающихся в идеологических хитросплетениях - своих сторонников  чего не делает сейчас ни кто - ну так флаг ему в руки. А что члены СВ интеллектуально развитые люди? Так этим и по-гордиться - не грех.  Совсем чтоль мозга нет? Я уж не знаю к чему вы пришли  но написано совершенно иное  и не просто иное  а  фактически Кургинян процитирован. Или он не говорит о том  что надо всегда говорить правду  или он не говорит  о том  что гордыня это зло?  Ну есть отдельные товарищи  давящие своим авторитетом и  профессионализмом   а на деле использующие вышеописанный прием: если дурак - не подавить виду  если понял  что дурак - сделать вид  что это несущественно  а оппнент - провокатор и делать ему в СВ нечего. То есть по чистоплотности недалекие от того же Фёдорова и либерального журналиста-интервьювера  Создание симулякра!   Так мы и цитируем Федорова  где здесь неправда или гордыня?P.S. Что вы в итоге предлагаете  понять и простить ?  Приведите цитату именно Фёдорова. Он говорит про одно  ведущая вклинивает что-то  он на это максимально корректно отвечает уводя в сторону. Чтобы этого не видеть нужно пылать лютой личностной неприязнью. Это выглядит ровно так же как статьи Кравецкого про Кургиняна  не уподобляйтесь.;0
то же невозможно. Единственное  к счастью  и это тоже видят все.И еще  я вот жду  когда все поймут - кто такая Собчак(!).        В целом же   представление этой  разборки  как запланированной атаки на свободных радикалов видится несостоятельным.   Высказывание подозрительности  подспудный намек на имеющиеся договоренности по дискредитации бескомпромиссного протеста знаете ли  отдают неким несовершенством стиля  как и любая конспирология.  Налицо же недостаток культуры  московская медийная спесь интернет звезд  привыкших клеймить  провокаторами  людей  отказавшихся дружно с ними голосовать.  Распускайте уже свой КС. Понятно же всем  что это позорище.   Внутри КС  может  создать палату или бюро из 30 членов  15 избранных по куриям и 15 наиболее активных(и согласных с идеей) из общегражданского списка;-1
